NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
2587;2023;4;48;9;6;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;9;10;4;2;;;1;340,51540
2588;2023;4;01;2;6;3;10;2;:;N;S;4;1;;;S;6;2;S;04;84;S;2;05;5;10;4;2;;;4;118,24980
2588;2023;4;01;2;6;3;11;2;:;N;S;4;1;;;N;;;;;;;4;04;9;01;4;2;;;1;272,34260
2589;2023;4;48;9;1;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;02;7;03;4;2;1;40;1;173,88060
2589;2023;4;48;9;6;1;10;1;:;N;N;4;1;2;2;N;;;;;;;1;02;5;09;4;2;1;35;2;152,66280
2589;2023;4;48;9;6;1;04;1;:;S;N;4;2;2;2;N;;;;;;;1;02;5;04;4;2;1;16;3;162,85790
2589;2023;4;48;9;1;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;189,14490
2590;2023;4;48;9;6;2;15;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;197,97150
2591;2023;4;48;9;6;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;02;4;04;4;2;5;40;2;255,89110
2591;2023;4;48;9;1;1;05;1;:;S;N;4;2;2;2;N;;;;;;;1;02;2;08;4;2;3;20;3;283,76010
2591;2023;4;48;9;1;1;05;1;:;S;S;4;2;;;S;6;1;N;;3;S;4;04;2;10;4;2;;;3;270,22760
2591;2023;4;48;9;1;2;12;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;05;4;2;1;40;1;254,26090
2592;2023;4;20;9;6;1;06;1;:;N;S;4;2;1;4;N;;;;;;;1;02;2;09;4;1;5;28;3;235,39020
2592;2023;4;20;9;1;1;13;1;:;N;N;4;2;1;4;N;;;;;;;1;02;8;04;4;2;1;32;1;146,66630
2592;2023;4;20;9;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;1;1;35;2;157,91340
2593;2023;4;20;9;6;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;09;4;1;5;0;1;178,97880
2594;2023;4;20;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;4;06;4;2;;;2;104,90730
2594;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;1;07;2;;;;1;108,58950
2595;2023;4;01;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;09;4;1;1;35;2;15,26620
2595;2023;4;01;9;6;1;11;1;:;N;N;4;1;;;N;;;;;;;4;04;5;09;4;2;;;1;16,24580
2596;2023;4;48;1;1;1;04;1;:;S;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;3;210,38060
2596;2023;4;48;1;6;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;1;177,72710
2597;2023;4;20;9;1;1;16;1;:;N;N;4;2;;;N;;;;;;;4;07;6;04;5;;;;1;131,18840
2598;2023;4;01;2;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;177,69650
2599;2023;4;01;2;1;1;14;1;:;N;N;4;1;2;2;N;;;;;;;1;02;1;04;2;;;30;1;173,21190
2600;2023;4;48;1;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;240,75140
2600;2023;4;48;1;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;240,75140
2600;2023;4;48;1;1;3;09;2;:;N;N;4;1;1;2;S;4;1;S;07;4;N;1;01;2;02;3;;;50;1;407,59880
2600;2023;4;48;1;6;1;09;1;:;N;N;4;1;1;2;S;4;1;S;07;4;N;1;02;2;02;3;;;40;2;291,27380
2601;2023;4;01;2;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;1;177,39280
2602;2023;4;20;3;6;1;02;1;:;N;;;;;;;;;;;;;;;;;;;;;3;134,65080
2602;2023;4;20;3;6;1;09;1;:;N;S;4;1;1;4;N;;;;;;;1;02;3;03;4;2;1;15;1;124,50490
2602;2023;4;20;3;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;134,65080
2603;2023;4;48;9;6;1;18;1;:;N;N;4;4;;;N;;;;;;;4;07;;;;;;;1;196,81930
2604;2023;4;48;1;6;2;15;1;:;N;S;2;1;;;N;;;;;;;4;04;5;09;4;1;;;1;220,35790
2605;2023;4;20;9;6;3;10;2;:;N;N;4;1;;;S;6;2;S;04;39;S;2;05;9;10;4;2;;;4;127,16300
2605;2023;4;20;9;1;1;13;1;:;N;N;4;1;1;3;N;;;;;;;1;02;5;08;4;2;5;0;1;131,55540
2606;2023;4;48;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;273,29770
2606;2023;4;48;9;6;2;13;1;:;N;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;2;205,75130
2606;2023;4;48;9;6;1;07;1;:;N;N;4;1;1;3;N;;;;;;;1;02;3;05;4;2;1;0;3;257,68150
2607;2023;4;20;3;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;129,09920
2608;2023;4;20;9;1;2;16;1;:;N;N;2;2;;;N;;;;;;;4;07;8;03;2;;;;2;129,02370
2608;2023;4;20;9;6;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;4;03;4;2;;;1;133,55240
2609;2023;4;20;9;6;1;10;1;:;N;N;4;1;1;3;S;4;1;S;01;99;S;1;02;2;08;4;2;1;0;1;171,44910
2609;2023;4;20;9;1;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;40;2;187,29170
2609;2023;4;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;176,63850
2609;2023;4;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;176,63850
2610;2023;4;20;9;6;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;09;4;1;1;15;1;183,56840
2611;2023;4;48;9;1;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;1;02;4;2;;;1;178,48930
2611;2023;4;48;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;4;09;4;1;;;2;190,59810
2612;2023;4;48;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;10;4;2;;;2;95,45920
2612;2023;4;48;9;1;1;16;1;:;N;N;2;2;;;N;;;;;;;4;07;7;02;3;;;;1;89,39460
2613;2023;4;20;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;01;5;04;1;;;70;1;166,38630
2614;2023;4;20;9;1;1;09;1;:;N;N;3;2;;;N;;;;;;;4;07;8;05;4;2;;;3;180,83450
2614;2023;4;20;9;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;9;08;4;2;;;1;202,21420
2615;2023;4;48;1;1;2;09;1;:;N;N;4;1;1;2;N;;;;;;;1;01;8;04;4;2;1;50;1;277,18020
2615;2023;4;48;1;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;226,96540
2615;2023;4;48;1;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;226,96540
2615;2023;4;48;1;6;1;08;1;:;N;N;4;1;2;2;N;;;;;;;1;03;5;04;3;;;12;2;285,38110
2616;2023;4;20;9;1;1;07;1;:;N;N;4;2;1;4;N;;;;;;;1;02;7;02;4;2;1;24;3;211,78170
2616;2023;4;20;9;1;1;15;1;:;N;N;2;2;;;N;;;;;;;4;07;7;04;2;;;;1;244,35560
2616;2023;4;20;9;6;1;14;1;:;N;N;4;1;2;4;N;;;;;;;1;02;5;04;4;2;6;10;2;252,93230
2617;2023;4;01;2;6;1;18;1;:;N;N;2;2;;;N;;;;;;;4;07;5;04;2;;;;1;168,04510
2618;2023;4;01;2;1;2;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;170,28250
2618;2023;4;01;2;6;1;09;1;:;N;N;4;1;;;N;;;;;;;4;04;5;09;4;1;;;2;162,31170
2618;2023;4;01;2;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;178,41570
2619;2023;4;48;9;1;1;13;1;:;N;N;4;3;1;2;N;;;;;;;1;01;5;04;1;;;60;1;199,35640
2619;2023;4;48;9;6;2;12;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;202,33180
2620;2023;4;20;3;1;1;11;1;:;N;N;4;1;2;2;N;;;;;;;1;02;2;09;2;;;30;1;134,81130
2620;2023;4;20;3;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;35;4;140,85250
2621;2023;4;48;9;1;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;4;04;4;2;;;1;168,59100
2622;2023;4;20;3;6;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;02;4;2;1;24;1;165,57500
2623;2023;4;01;9;1;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;2;10;2;;;;4;84,80570
2623;2023;4;01;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;44,61610
2623;2023;4;01;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;1;47,14020
2623;2023;4;01;9;6;1;10;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;50,70980
2624;2023;4;01;9;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;01;1;08;1;;;55;1;76,25670
2624;2023;4;01;9;6;1;07;1;:;N;N;4;1;1;3;N;;;;;;;1;02;2;09;2;;;0;2;93,37530
2625;2023;4;48;1;6;1;12;1;:;N;N;4;1;2;2;N;;;;;;;1;02;2;08;4;2;1;20;2;247,01980
2625;2023;4;48;1;6;1;18;1;:;N;N;2;4;;;N;;;;;;;4;07;5;04;2;;;;4;382,01060
2625;2023;4;48;1;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;08;2;;;40;1;289,52090
2625;2023;4;48;1;1;1;06;1;:;N;N;4;1;;;S;6;2;S;05;3;S;2;05;4;04;4;2;;;3;357,35830
2625;2023;4;48;1;6;1;05;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;06;4;2;1;40;3;231,25270
2626;2023;4;20;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;141,19570
2627;2023;4;48;9;1;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;202,16300
2627;2023;4;48;9;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;04;4;2;1;40;2;205,03380
2627;2023;4;48;9;1;1;08;1;:;N;N;4;1;2;2;N;;;;;;;1;02;2;09;4;1;5;20;1;227,06640
2628;2023;4;01;9;1;3;08;2;:;N;N;4;1;1;3;N;;;;;;;1;02;8;04;4;2;1;0;1;39,32700
2628;2023;4;01;9;6;3;05;2;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;41,11990
2628;2023;4;01;9;6;3;01;2;:;N;;;;;;;;;;;;;;;;;;;;;3;31,49300
2629;2023;4;48;1;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;4;10;4;2;;;1;194,30040
2630;2023;4;20;9;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;149,08090
2630;2023;4;20;9;6;1;07;1;:;N;S;4;1;2;3;N;;;;;;;1;02;3;10;4;2;2;0;2;213,42440
2630;2023;4;20;9;1;1;07;1;:;N;N;3;1;;;N;;;;;;;4;04;2;09;4;2;;;1;206,75900
2631;2023;4;48;1;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;06;4;2;1;40;1;232,91540
2631;2023;4;48;1;6;1;04;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;216,42140
2631;2023;4;48;1;6;1;03;1;:;S;N;4;3;;;N;;;;;;;;;;;;;;;3;211,10640
2631;2023;4;48;1;6;2;12;1;:;N;N;4;1;;;N;;;;;;;4;04;2;08;4;2;;;2;248,22830
2632;2023;4;01;2;1;2;15;1;:;N;N;2;4;;;N;;;;;;;4;07;3;02;4;2;;;1;130,38740
2632;2023;4;01;2;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;2;136,21410
2633;2023;4;48;9;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;1;274,39000
2633;2023;4;48;9;6;1;07;1;:;N;N;4;1;;;S;6;2;S;05;11;S;2;05;2;09;4;2;;;3;293,89600
2634;2023;4;20;9;6;1;09;1;:;N;N;4;1;1;3;N;;;;;;;1;02;5;09;4;1;5;0;1;176,72280
2635;2023;4;01;9;1;3;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;03;2;;;;1;34,13830
2635;2023;4;01;9;6;2;13;1;:;N;N;3;2;;;N;;;;;;;4;07;9;09;4;2;;;2;35,66390
2636;2023;4;20;9;1;1;07;1;:;N;N;4;1;1;5;N;;;;;;;1;02;4;08;4;2;1;35;1;168,34300
2636;2023;4;20;9;6;1;07;1;:;N;N;4;1;2;2;N;;;;;;;1;02;4;03;4;2;1;20;2;167,30330
2637;2023;4;48;9;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;01;4;2;1;40;1;212,38630
2638;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;2;;;2;115,39640
2638;2023;4;20;9;1;1;15;1;:;N;N;2;2;;;N;;;;;;;4;07;7;02;4;2;;;1;111,48340
2639;2023;4;01;9;6;2;14;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;56,34000
2639;2023;4;01;9;1;1;15;1;:;N;N;2;2;;;N;;;;;;;4;07;1;04;1;;;;1;53,93000
2639;2023;4;01;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;04;1;;;40;3;34,93420
2640;2023;4;20;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;152,36790
2640;2023;4;20;9;6;2;08;1;:;N;N;4;1;;;S;6;3;S;07;36;S;2;05;4;02;4;2;;;1;171,15570
2640;2023;4;20;9;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;2;177,84370
2641;2023;4;48;1;1;1;09;1;:;N;S;4;1;1;4;N;;;;;;;1;02;2;05;4;2;1;16;1;237,72460
2642;2023;4;01;9;1;1;13;1;:;N;N;4;1;1;3;N;;;;;;;1;02;2;09;4;1;1;0;1;75,71640
2643;2023;4;20;9;6;2;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;02;4;2;1;16;1;121,17360
2643;2023;4;20;9;1;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;9;02;4;2;1;16;2;151,10620
2644;2023;4;48;9;1;1;13;1;:;N;N;4;1;1;3;N;;;;;;;1;02;8;03;4;2;1;0;1;272,87750
2644;2023;4;48;9;6;1;05;1;:;S;N;4;1;2;2;N;;;;;;;1;02;2;02;4;2;3;20;3;264,09710
2644;2023;4;48;9;1;1;06;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;02;3;;;40;3;424,86140
2644;2023;4;48;9;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;05;4;1;1;35;2;266,73310
2645;2023;4;20;9;1;2;16;1;:;N;N;2;3;;;N;;;;;;;4;07;7;04;4;2;;;1;119,68850
2645;2023;4;20;9;6;1;16;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;123,88950
2646;2023;4;01;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;9;02;4;2;;;1;35,14720
2646;2023;4;01;9;6;1;13;1;:;N;N;3;1;;;N;;;;;;;4;04;9;04;4;2;;;2;21,49630
2646;2023;4;01;9;6;1;08;1;:;N;N;4;1;1;3;N;;;;;;;1;02;9;02;4;2;1;0;3;17,02820
2646;2023;4;01;9;6;1;08;1;:;S;N;4;1;1;2;N;;;;;;;1;02;2;08;2;;;40;3;17,66420
2647;2023;4;48;9;1;1;11;1;:;N;N;4;1;1;3;N;;;;;;;1;02;9;02;4;2;1;0;1;275,69670
2647;2023;4;48;9;6;1;09;1;:;N;S;4;1;1;2;S;4;1;S;07;18;S;1;02;4;09;4;2;5;40;2;286,69710
2647;2023;4;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;279,90420
2647;2023;4;48;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;246,38820
2648;2023;4;48;9;6;1;12;1;:;N;N;4;1;2;2;N;;;;;;;1;02;9;08;4;2;1;35;2;197,73220
2648;2023;4;48;9;1;2;12;1;:;N;S;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;197,26650
2649;2023;4;48;1;6;1;16;1;:;N;S;4;2;;;N;;;;;;;4;07;1;09;2;;;;1;210,56100
2650;2023;4;01;2;1;1;05;1;:;N;N;4;2;1;2;N;;;;;;;1;02;8;02;4;2;5;40;3;156,69650
2650;2023;4;01;2;1;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;4;04;4;2;;;1;168,18210
2650;2023;4;01;2;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;3;;;40;2;173,64350
2651;2023;4;01;9;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;117,46400
2651;2023;4;01;9;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;71,84180
2652;2023;4;48;9;1;1;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;10;4;2;1;0;1;273,95440
2652;2023;4;48;9;6;1;05;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;1;5;35;3;245,26950
2652;2023;4;48;9;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;291,96540
2652;2023;4;48;9;1;1;05;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;3;296,21360
2653;2023;4;20;9;1;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;161,72480
2653;2023;4;20;9;1;3;08;2;:;N;N;4;1;;;S;6;2;S;10;45;S;2;05;7;03;4;2;;;1;373,31180
2653;2023;4;20;9;6;2;07;1;:;N;N;4;1;2;2;N;;;;;;;1;03;5;04;4;2;5;8;2;251,38970
2653;2023;4;20;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;182,90320
2654;2023;4;20;9;1;1;14;1;:;N;N;4;2;2;2;N;;;;;;;1;02;7;09;4;1;5;35;1;227,24670
2654;2023;4;20;9;6;3;12;2;:;N;N;4;1;1;3;N;;;;;;;1;02;2;09;4;2;2;10;2;200,96110
2655;2023;4;01;2;1;1;05;1;:;S;N;4;3;;;N;;;;;;;4;04;5;09;4;1;;;3;184,86760
2655;2023;4;01;2;1;1;13;1;:;N;N;4;2;1;3;N;;;;;;;1;02;7;09;4;1;1;0;1;206,89680
2656;2023;4;48;1;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;03;4;2;;;1;265,87660
2656;2023;4;48;1;1;1;11;1;:;N;N;4;1;;;S;6;2;S;01;99;S;2;05;9;08;4;2;;;4;195,48490
2657;2023;4;20;9;1;2;13;1;:;N;N;4;3;1;3;N;;;;;;;1;02;7;02;4;2;1;0;1;142,23870
2657;2023;4;20;9;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;2;156,65590
2657;2023;4;20;9;6;2;06;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;09;4;1;5;28;3;201,44540
2658;2023;4;48;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;09;4;1;5;35;2;189,43380
2658;2023;4;48;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;09;4;1;1;35;1;185,48550
2658;2023;4;48;9;6;1;05;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;172,35030
2659;2023;4;01;9;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;32,93170
2660;2023;4;48;9;1;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;2;02;4;2;;;1;185,39430
2661;2023;4;20;3;1;1;05;1;:;N;N;4;4;1;2;N;;;;;;;1;02;7;02;4;2;1;40;3;167,76480
2661;2023;4;20;3;1;1;04;1;:;S;N;4;4;;;N;;;;;;;4;04;;;;;;;3;163,62600
2661;2023;4;20;3;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;01;8;04;2;;;45;1;167,45940
2661;2023;4;20;3;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;09;4;2;1;35;2;174,06020
2662;2023;4;20;3;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;2;108,59130
2662;2023;4;20;3;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;104,90910
2663;2023;4;48;9;6;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;230,72730
2664;2023;4;48;9;6;2;12;1;:;N;N;4;1;2;2;N;;;;;;;1;02;2;09;4;2;1;26;1;202,29600
2664;2023;4;48;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;5;40;2;235,20640
2664;2023;4;48;9;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;192,30030
2665;2023;4;20;9;1;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;32;1;159,21840
2666;2023;4;20;9;6;1;10;1;:;N;N;4;1;2;4;N;;;;;;;1;02;9;04;4;2;1;16;2;133,70930
2666;2023;4;20;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;01;8;02;4;2;1;48;1;143,72730
2667;2023;4;20;9;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;02;4;2;1;40;3;134,35570
2667;2023;4;20;9;6;2;17;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;223,53970
2668;2023;4;48;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;160,16890
2668;2023;4;48;9;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;02;4;2;;;2;171,03490
2669;2023;4;20;3;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;132,36720
2669;2023;4;20;3;6;1;10;1;:;N;N;4;1;1;3;N;;;;;;;1;02;4;10;4;1;5;0;2;134,23580
2669;2023;4;20;3;1;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;04;4;1;1;30;1;157,60220
2670;2023;4;48;9;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;8;03;4;2;;;1;146,15470
2670;2023;4;48;9;6;1;14;1;:;N;N;4;1;2;3;N;;;;;;;1;02;5;04;4;2;1;0;2;156,06990
2671;2023;4;48;1;1;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;1;198,93030
2672;2023;4;01;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;34,63940
2673;2023;4;48;1;1;2;14;1;:;N;S;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;210,66420
2674;2023;4;01;2;6;1;10;1;:;N;N;4;2;1;1;N;;;;;;;1;02;2;09;4;1;5;24;1;178,22770
2675;2023;4;48;1;6;3;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;1;181,29330
2675;2023;4;48;1;1;3;05;1;:;N;N;4;1;;;N;;;;;;;4;04;5;09;4;2;;;3;193,34240
2675;2023;4;48;1;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;08;4;2;1;40;2;233,93690
2676;2023;4;48;9;6;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;9;10;4;2;;;1;162,26300
2676;2023;4;48;9;1;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;1;04;2;;;;2;151,95440
2677;2023;4;20;3;6;3;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;2;124,11240
2677;2023;4;20;3;1;3;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;9;04;4;2;1;32;1;118,80750
2678;2023;4;48;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;264,60030
2678;2023;4;48;9;6;1;10;1;:;N;N;4;1;2;2;N;;;;;;;1;02;2;08;2;;;35;2;225,73070
2678;2023;4;48;9;1;1;11;1;:;N;N;4;2;1;;N;;;;;;;1;02;9;02;4;2;1;0;1;260,62280
2678;2023;4;48;9;1;1;04;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;273,11630
2678;2023;4;48;9;6;1;04;1;:;S;S;4;3;;;N;;;;;;;4;04;;;;;;;3;238,78090
2679;2023;4;01;2;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;139,36890
2679;2023;4;01;2;1;1;18;1;:;N;N;2;2;;;N;;;;;;;4;07;1;02;4;2;;;2;133,40720
2680;2023;4;20;3;1;1;09;1;:;N;N;1;1;1;3;N;;;;;;;1;02;8;03;4;2;1;0;1;156,37790
2680;2023;4;20;3;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;119,91660
2680;2023;4;20;3;6;1;08;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;2;124,21560
2681;2023;4;20;9;6;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;2;;;40;2;163,61740
2681;2023;4;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;160,53160
2681;2023;4;20;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;2;;;40;1;178,73640
2682;2023;4;20;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;155,73610
2682;2023;4;20;9;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;35;1;179,57290
2682;2023;4;20;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;155,73610
2683;2023;4;48;9;1;1;12;1;:;N;N;2;1;;;N;;;;;;;4;04;3;04;4;2;;;1;208,51300
2683;2023;4;48;9;6;1;05;1;:;S;N;4;2;;;N;;;;;;;4;07;;;;;;;3;181,34790
2683;2023;4;48;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;2;199,32330
2684;2023;4;01;9;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;60,42920
2684;2023;4;01;9;1;2;18;1;:;N;N;2;2;;;N;;;;;;;4;07;8;04;4;2;;;1;57,84420
2685;2023;4;20;9;1;1;14;1;:;N;N;4;1;;;N;;;;;;;4;04;2;08;2;;;;1;221,77590
2685;2023;4;20;9;6;3;08;2;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;2;184,81110
2685;2023;4;20;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;149,55980
2686;2023;4;48;9;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;1;;;1;265,98210
2686;2023;4;48;9;6;2;12;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;198,09900
2687;2023;4;01;2;6;3;12;2;:;N;N;4;1;1;2;N;;;;;;;1;01;5;10;4;2;1;80;4;225,65680
2687;2023;4;01;2;1;2;18;1;:;N;N;2;4;;;N;;;;;;;4;07;6;01;2;;;;1;311,63460
