"age","matricule","nationality","place_birth","sex","province","household_duties","relation_to_activity1","relation_to_activity2"
9,"3189_1400",1,1,1,48,1,1,2
8,"3190_1400",1,1,6,48,1,1,2
14,"3191_1401",1,1,6,1,1,4,4
14,"3192_1401",1,1,1,1,1,4,4
12,"3193_1402",1,1,1,48,2,1,2
12,"3194_1402",1,1,6,48,1,1,2
12,"3195_1403",2,3,6,20,1,2,5
4,"3196_1403",2,3,6,20,2,4,4
9,"3197_1403",2,3,6,20,1,4,4
18,"3198_1403",2,3,1,20,4,4,7
3,"3199_1403",2,3,1,20,NA,NA,NA
8,"3200_1404",1,1,1,1,1,1,2
7,"3201_1404",1,1,6,1,1,1,2
4,"3202_1405",1,1,6,20,3,4,4
11,"3203_1405",1,1,1,20,1,1,2
3,"3204_1405",1,1,1,20,3,NA,NA
10,"3205_1405",1,2,6,20,1,1,2
18,"3206_1406",1,1,6,48,4,4,7
13,"3207_1407",2,3,6,20,1,4,4
14,"3208_1407",2,3,1,20,1,1,2
8,"3209_1407",2,3,6,20,1,1,1
13,"3210_1408",1,1,1,20,2,4,7
6,"3211_1408",1,1,1,20,2,1,2
13,"3212_1408",1,1,6,20,1,4,4
16,"3213_1409",1,1,6,20,1,4,4
16,"3214_1409",1,1,1,20,1,4,4
16,"3215_1410",1,1,6,20,1,4,4
17,"3216_1410",1,1,1,20,1,4,4
12,"3217_1411",1,2,6,48,1,1,2
13,"3218_1411",1,1,1,48,1,4,4
9,"3219_1412",1,1,1,20,1,1,2
9,"3220_1412",1,1,6,20,1,1,2
11,"3221_1413",1,1,1,20,1,1,2
11,"3222_1413",1,1,6,20,1,1,2
10,"3223_1414",1,1,6,20,1,2,5
15,"3224_1414",1,2,6,20,1,4,4
15,"3225_1414",1,2,1,20,4,4,7
16,"3226_1415",1,1,1,1,2,4,7
16,"3227_1415",1,2,6,1,1,4,4
13,"3228_1416",1,2,1,48,2,1,1
18,"3229_1416",1,2,6,48,4,4,7
12,"3230_1416",1,2,6,48,1,1,1
15,"3231_1417",1,2,6,48,1,4,4
13,"3232_1418",1,1,1,1,2,1,2
5,"3233_1419",1,1,1,48,1,4,4
4,"3234_1419",1,1,6,48,2,4,4
10,"3235_1419",1,1,6,48,1,1,2
9,"3236_1420",1,1,6,20,1,4,4
16,"3237_1421",1,1,1,20,4,4,7
7,"3238_1421",1,1,1,20,1,1,2
12,"3239_1421",1,1,6,20,1,4,4
10,"3240_1422",1,1,1,20,1,2,5
5,"3241_1423",1,1,1,48,4,4,4
12,"3242_1423",1,1,1,48,2,1,2
5,"3243_1423",1,1,1,48,4,4,4
11,"3244_1423",1,2,6,48,1,1,2
5,"3245_1424",1,1,1,48,1,1,2
6,"3246_1424",1,1,1,48,2,4,7
13,"3247_1424",1,1,1,48,1,1,2
13,"3248_1424",1,1,6,48,1,1,2
8,"3249_1425",2,3,6,20,1,4,4
9,"3250_1425",2,3,1,20,2,1,2
2,"3251_1425",2,1,1,20,NA,NA,NA
14,"3252_1426",1,1,1,48,3,1,2
14,"3253_1426",1,1,6,48,1,4,4
14,"3254_1427",1,1,6,1,1,4,4
14,"3255_1427",1,2,1,1,1,4,4
7,"3256_1428",1,1,6,48,1,1,2
7,"3257_1428",1,1,1,48,1,1,2
11,"3258_1428",1,1,6,48,1,1,2
7,"3259_1428",1,2,1,48,1,1,2
11,"3260_1428",1,1,1,48,1,4,4
10,"3261_1429",1,2,1,20,1,1,2
13,"3262_1430",1,2,1,48,1,4,4
13,"3263_1430",1,2,6,48,1,1,3
6,"3264_1430",1,2,1,48,1,1,2
14,"3265_1431",1,1,1,1,1,4,4
14,"3266_1431",1,1,6,1,1,4,4
16,"3267_1432",1,2,6,20,1,4,4
15,"3268_1433",1,1,6,1,1,4,4
16,"3269_1434",1,1,1,48,2,4,7
15,"3270_1434",1,2,6,48,1,4,4
9,"3271_1435",1,1,1,20,1,1,2
15,"3272_1436",1,2,6,20,1,4,4
10,"3273_1437",1,1,1,20,1,2,5
12,"3274_1438",1,1,6,48,1,1,2
9,"3275_1439",1,1,1,20,1,1,2
4,"3276_1440",1,1,6,48,3,4,4
3,"3277_1440",1,1,6,48,3,NA,NA
12,"3278_1440",1,2,6,48,1,4,4
12,"3279_1440",1,1,1,48,1,1,2
15,"3280_1441",1,2,6,1,1,4,4
16,"3281_1441",1,2,1,1,1,4,4
10,"3282_1442",1,1,6,1,1,1,1
11,"3283_1442",1,1,1,1,1,1,1
11,"3284_1443",1,1,6,48,1,2,5
7,"3285_1443",1,1,6,48,1,1,2
9,"3286_1444",1,1,1,20,1,1,2
17,"3287_1445",1,2,1,20,2,4,7
8,"3288_1445",1,1,1,20,1,1,2
16,"3289_1445",1,1,6,20,1,4,4
7,"3290_1446",1,1,1,48,1,1,2
11,"3291_1447",1,1,1,48,3,2,6
12,"3292_1447",1,1,6,48,1,1,2
4,"3293_1447",1,1,6,48,3,4,4
11,"3294_1448",1,3,1,20,1,1,2
12,"3295_1448",2,3,6,20,1,2,5
6,"3296_1449",1,1,6,1,1,1,2
18,"3297_1450",1,2,1,48,2,4,7
17,"3298_1450",1,2,6,48,1,4,4
14,"3299_1451",1,1,6,1,1,4,4
17,"3300_1452",1,1,1,48,4,4,7
10,"3301_1453",1,1,1,20,1,1,1
7,"3302_1454",1,1,1,20,1,1,2
6,"3303_1454",1,2,6,20,1,1,2
1,"3304_1455",1,1,1,20,NA,NA,NA
7,"3305_1455",1,1,6,20,1,1,2
1,"3306_1455",1,1,1,20,NA,NA,NA
9,"3307_1455",1,1,1,20,1,1,2
12,"3308_1456",1,1,1,1,1,1,1
10,"3309_1456",1,1,6,1,1,1,2
3,"3310_1456",1,1,6,1,3,NA,NA
4,"3311_1456",1,1,1,1,3,4,4
10,"3312_1457",1,1,6,48,2,1,2
3,"3313_1457",1,1,1,48,NA,NA,NA
4,"3314_1457",1,1,1,48,2,4,4
10,"3315_1458",1,1,1,20,2,1,2
10,"3316_1458",1,1,6,20,1,4,4
3,"3317_1458",1,1,1,20,NA,NA,NA
2,"3318_1458",1,1,1,20,NA,NA,NA
12,"3319_1459",1,1,6,1,1,1,2
18,"3320_1460",1,2,1,48,1,4,4
18,"3321_1460",1,2,6,48,1,4,4
12,"3322_1461",1,1,1,20,3,1,2
14,"3323_1461",1,1,1,20,3,4,7
14,"3324_1461",1,1,1,20,4,4,7
14,"3325_1461",1,1,6,20,1,4,4
10,"3326_1462",1,1,1,1,1,1,2
4,"3327_1463",1,1,6,1,2,4,4
3,"3328_1463",1,1,1,1,NA,NA,NA
11,"3329_1463",1,2,1,1,1,1,2
11,"3330_1463",1,1,6,1,1,1,2
15,"3331_1464",1,2,6,48,1,4,4
9,"3332_1465",1,1,1,48,1,1,2
9,"3333_1465",1,1,6,48,1,1,2
3,"3334_1465",1,1,6,48,NA,NA,NA
1,"3335_1465",1,1,1,48,NA,NA,NA
12,"3336_1466",1,1,1,1,1,1,2
12,"3337_1466",1,1,6,1,1,4,4
5,"3338_1466",1,1,1,1,2,1,2
15,"3339_1467",1,1,1,20,1,4,4
15,"3340_1467",1,1,6,20,1,4,4
12,"3341_1468",1,1,6,48,1,1,2
13,"3342_1468",1,1,1,48,1,1,2
16,"3343_1469",1,1,1,48,3,4,7
18,"3344_1470",1,2,6,48,1,4,4
18,"3345_1471",1,1,6,48,1,4,4
15,"3346_1472",1,2,1,48,2,4,7
15,"3347_1472",1,2,6,48,1,4,4
14,"3348_1473",1,1,1,20,1,4,4
13,"3349_1473",1,1,6,20,1,4,4
13,"3350_1474",1,1,1,1,1,4,4
13,"3351_1474",1,2,6,1,1,1,2
5,"3352_1474",1,1,6,1,1,1,2
13,"3353_1475",1,1,6,20,1,1,2
4,"3354_1476",1,1,6,48,3,4,4
11,"3355_1476",1,1,1,48,3,1,2
11,"3356_1476",1,1,6,48,1,4,4
5,"3357_1477",1,1,1,20,2,1,3
4,"3358_1477",1,1,1,20,2,1,3
10,"3359_1477",1,1,6,20,1,1,2
11,"3360_1477",1,1,1,20,1,1,2
18,"3361_1478",1,2,6,20,4,4,7
12,"3362_1479",1,1,6,1,1,1,2
6,"3363_1480",1,1,6,1,2,1,2
13,"3364_1480",1,1,1,1,1,1,2
10,"3365_1481",1,1,1,48,2,1,2
2,"3366_1481",1,1,1,48,NA,NA,NA
10,"3367_1481",1,1,6,48,1,4,4
3,"3368_1482",1,1,1,48,NA,NA,NA
9,"3369_1482",1,1,1,48,1,1,2
9,"3370_1482",1,1,6,48,1,1,3
2,"3371_1482",1,1,1,48,NA,NA,NA
12,"3372_1483",1,1,1,1,1,2,5
16,"3373_1484",1,1,6,20,1,4,4
16,"3374_1485",1,2,1,1,1,4,4
3,"3375_1486",1,1,6,20,NA,NA,NA
12,"3376_1486",1,1,1,20,1,1,2
12,"3377_1486",1,1,6,20,1,1,2
15,"3378_1487",1,1,1,48,2,4,7
6,"3379_1487",1,1,1,48,2,1,2
14,"3380_1487",1,2,6,48,1,4,4
14,"3381_1488",1,2,1,20,1,4,4
14,"3382_1488",1,1,6,20,1,1,2
18,"3383_1489",1,1,6,20,2,4,7
12,"3384_1490",1,1,1,20,1,1,2
5,"3385_1490",1,1,6,20,1,4,4
12,"3386_1490",1,1,6,20,1,1,2
13,"3387_1491",1,2,6,1,1,1,2
7,"3388_1492",1,1,6,20,1,1,1
14,"3389_1492",1,1,1,20,1,4,4
14,"3390_1493",1,1,6,20,1,4,4
15,"3391_1493",1,1,1,20,3,4,7
18,"3392_1494",1,1,6,48,2,4,7
15,"3393_1494",1,1,1,48,1,4,4
14,"3394_1494",1,1,6,48,1,4,4
7,"3395_1494",1,1,1,48,2,2,6
12,"3396_1495",1,1,6,48,1,1,3
6,"3397_1495",1,1,1,48,3,4,7
9,"3398_1496",1,1,6,48,1,1,2
3,"3399_1497",1,1,1,20,NA,NA,NA
12,"3400_1497",1,1,6,20,1,4,4
11,"3401_1497",1,1,1,20,1,1,1
4,"3402_1497",1,1,1,20,3,4,4
16,"3403_1498",1,1,1,20,1,4,4
15,"3404_1498",1,1,6,20,1,4,4
14,"3405_1499",1,1,1,48,4,4,7
14,"3406_1499",1,1,6,48,1,4,4
8,"3407_1499",1,1,1,48,2,1,2
8,"3408_1500",2,3,6,48,1,2,5
3,"3409_1500",2,3,1,48,NA,NA,NA
9,"3410_1500",2,3,1,48,1,1,2
3,"3411_1500",2,3,1,48,NA,NA,NA
17,"3412_1501",1,1,6,1,1,4,4
18,"3413_1501",1,1,1,1,3,4,7
18,"3414_1502",1,1,6,20,1,4,4
9,"3415_1502",1,1,6,20,2,1,2
13,"3416_1502",1,1,6,20,1,1,2
9,"3417_1503",1,1,1,20,1,1,2
9,"3418_1503",1,1,6,20,1,1,3
2,"3419_1503",1,1,6,20,NA,NA,NA
12,"3420_1504",1,1,6,48,2,4,7
4,"3421_1504",1,1,6,48,1,4,4
16,"3422_1505",1,1,6,20,1,4,4
13,"3423_1506",1,1,1,1,1,1,2
12,"3424_1506",1,1,6,1,1,1,2
17,"3425_1507",1,2,1,48,2,4,7
16,"3426_1507",1,2,6,48,1,4,4
2,"3427_1508",1,1,1,20,NA,NA,NA
2,"3428_1508",1,1,1,20,NA,NA,NA
9,"3429_1508",1,1,6,20,1,1,2
10,"3430_1508",1,1,6,20,1,1,2
15,"3431_1508",1,1,6,20,1,4,4
12,"3432_1509",1,2,1,1,1,1,1
13,"3433_1509",1,2,6,1,1,4,4
5,"3434_1510",1,1,6,20,1,1,2
4,"3435_1510",1,1,1,20,3,4,4
11,"3436_1510",1,1,1,20,1,1,2
11,"3437_1510",1,1,6,20,1,1,2
5,"3438_1510",1,1,1,20,3,4,4
16,"3439_1511",1,2,6,1,1,4,4
17,"3440_1511",1,2,1,1,3,4,7
10,"3441_1512",1,1,6,20,1,4,4
11,"3442_1512",1,1,1,20,1,1,2
4,"3443_1512",1,1,6,20,2,4,4
3,"3444_1512",1,1,6,20,NA,NA,NA
16,"3445_1513",1,2,1,48,1,4,4
16,"3446_1513",1,2,6,48,3,4,7
14,"3447_1514",1,1,6,20,1,4,4
16,"3448_1515",1,1,1,48,1,4,4
18,"3449_1516",1,1,6,1,4,4,7
12,"3450_1516",1,1,1,1,1,1,2
15,"3451_1516",1,2,6,1,1,4,4
16,"3452_1517",1,2,1,48,2,4,7
17,"3453_1517",1,2,6,48,1,4,4
16,"3454_1518",1,2,6,20,1,4,4
11,"3455_1519",1,1,1,20,1,1,2
14,"3456_1520",1,2,6,48,1,4,4
13,"3457_1521",1,2,6,1,1,4,4
14,"3458_1521",1,2,1,1,1,4,4
14,"3459_1522",1,1,1,20,1,4,4
14,"3460_1522",1,1,6,20,1,4,4
15,"3461_1523",1,2,6,20,1,4,4
15,"3462_1523",1,2,1,20,1,4,4
14,"3463_1524",1,2,6,20,1,4,4
14,"3464_1524",1,1,1,20,2,4,7
7,"3465_1524",1,2,6,20,3,1,2
13,"3466_1525",1,1,6,48,2,1,2
8,"3467_1525",1,1,6,48,1,4,4
15,"3468_1526",1,1,1,48,1,4,4
16,"3469_1526",1,1,6,48,1,4,4
12,"3470_1527",1,3,6,48,1,1,2
7,"3471_1527",2,3,6,48,1,4,4
2,"3472_1527",2,3,6,48,NA,NA,NA
15,"3473_1528",1,1,6,1,1,4,4
15,"3474_1528",1,1,1,1,1,4,4
13,"3475_1529",1,1,1,20,1,4,4
13,"3476_1529",1,1,6,20,2,1,2
10,"3477_1530",1,1,1,1,1,1,2
13,"3478_1531",1,2,1,48,1,1,2
4,"3479_1531",1,1,1,48,3,4,4
15,"3480_1531",1,2,6,48,1,4,4
11,"3481_1531",1,1,6,48,1,1,2
12,"3482_1532",1,1,6,1,1,1,2
12,"3483_1532",1,1,1,1,1,1,1
12,"3484_1533",1,1,6,20,1,1,2
3,"3485_1533",1,1,1,20,NA,NA,NA
13,"3486_1534",1,1,6,1,1,4,4
6,"3487_1534",1,1,6,1,1,1,2
14,"3488_1535",1,1,6,20,1,4,4
18,"3489_1536",1,2,1,20,3,4,7
18,"3490_1536",1,2,6,20,1,4,4
10,"3491_1537",1,2,6,1,1,1,2
11,"3492_1537",1,2,1,1,3,4,7
12,"3493_1537",1,2,1,1,3,1,2
16,"3494_1537",1,2,6,1,1,4,4
3,"3495_1538",1,1,1,48,NA,NA,NA
2,"3496_1538",1,1,6,48,NA,NA,NA
9,"3497_1538",1,1,1,48,1,1,2
9,"3498_1538",1,1,6,48,1,1,2
15,"3499_1539",1,2,6,48,1,4,4
16,"3500_1539",1,2,1,48,1,4,4
5,"3501_1540",1,1,1,20,1,4,4
5,"3502_1540",1,1,1,20,1,1,2
3,"3503_1540",1,1,6,20,NA,NA,NA
11,"3504_1540",1,2,1,20,1,1,2
10,"3505_1540",1,1,6,20,1,1,2
9,"3506_1541",1,1,6,48,1,1,3
9,"3507_1541",1,1,1,48,1,1,2
2,"3508_1541",1,1,1,48,NA,NA,NA
17,"3509_1542",1,2,1,48,1,4,4
16,"3510_1542",1,2,6,48,1,4,4
13,"3511_1543",1,2,6,48,1,1,2
14,"3512_1543",1,1,1,48,1,4,4
13,"3513_1544",1,1,1,48,1,1,2
7,"3514_1544",1,1,1,48,2,2,6
13,"3515_1544",1,2,6,48,1,4,4
17,"3516_1545",1,2,6,48,1,4,4
17,"3517_1545",1,1,1,48,1,4,4
6,"3518_1546",1,1,6,48,2,1,3
13,"3519_1546",1,2,6,48,1,1,2
13,"3520_1546",1,1,1,48,1,1,2
13,"3521_1547",1,2,6,20,1,4,4
6,"3522_1547",1,1,6,20,1,1,2
14,"3523_1547",1,2,1,20,1,4,4
7,"3524_1547",1,1,1,20,2,4,4
7,"3525_1548",1,1,1,1,1,1,3
7,"3526_1548",2,3,6,1,1,1,2
6,"3527_1549",1,3,1,1,3,1,2
15,"3528_1549",1,1,1,1,1,4,4
14,"3529_1549",1,1,6,1,1,4,4
18,"3530_1550",1,2,6,48,2,4,7
13,"3531_1551",1,1,1,48,1,4,4
15,"3532_1552",1,1,6,20,2,4,7
7,"3533_1552",2,3,6,20,1,1,2
13,"3534_1553",1,1,1,48,1,2,5
10,"3535_1554",1,1,1,20,1,1,2
9,"3536_1554",1,1,6,20,1,1,2
3,"3537_1554",1,1,1,20,NA,NA,NA
2,"3538_1554",1,1,6,20,NA,NA,NA
13,"3539_1555",1,1,1,20,2,1,2
13,"3540_1555",1,1,6,20,1,1,2
12,"3541_1556",1,2,1,48,1,4,4
9,"3542_1557",1,1,1,20,1,1,2
8,"3543_1558",1,1,6,48,1,1,2
7,"3544_1559",1,1,1,20,2,1,2
16,"3545_1559",1,1,1,20,1,4,4
14,"3546_1559",1,1,6,20,1,4,4
14,"3547_1560",1,1,6,48,1,1,2
16,"3548_1560",1,2,1,48,1,4,4
5,"3549_1561",1,1,6,20,1,4,4
18,"3550_1562",1,1,6,20,4,4,7
7,"3551_1563",1,1,6,48,1,1,2
13,"3552_1563",1,1,6,48,1,1,2
13,"3553_1563",1,1,1,48,2,1,2
18,"3554_1563",1,2,6,48,4,4,7
9,"3555_1564",1,1,1,48,1,1,2
12,"3556_1565",1,1,6,20,1,1,2
13,"3557_1565",1,2,1,20,1,1,2
18,"3558_1565",1,1,6,20,2,4,7
3,"3559_1566",1,1,1,20,NA,NA,NA
4,"3560_1566",1,1,6,20,2,4,4
10,"3561_1566",1,1,1,20,1,1,1
3,"3562_1566",1,1,1,20,NA,NA,NA
10,"3563_1566",1,1,6,20,1,1,2
13,"3564_1567",1,1,6,20,1,1,2
15,"3565_1567",1,2,1,20,2,1,2
13,"3566_1568",1,1,6,1,1,4,4
6,"3567_1568",1,1,6,1,2,2,5
14,"3568_1569",1,2,6,48,1,2,5
15,"3569_1570",1,2,6,48,1,4,4
17,"3570_1571",1,1,6,1,1,4,4
12,"3571_1571",1,1,1,1,1,4,4
9,"3572_1572",1,1,1,20,4,4,7
14,"3573_1572",1,1,6,20,1,4,4
14,"3574_1572",1,1,1,20,1,4,4
13,"3575_1573",1,1,1,48,1,4,4
12,"3576_1573",1,1,6,48,1,1,2
16,"3577_1574",1,1,1,48,1,4,4
13,"3578_1575",1,1,1,20,1,4,4
6,"3579_1575",1,1,6,20,1,1,2
13,"3580_1575",1,1,6,20,1,4,4
5,"3581_1575",1,1,1,20,2,1,2
10,"3582_1576",1,1,1,20,2,1,2
4,"3583_1577",1,1,6,20,2,4,4
12,"3584_1577",1,1,1,20,3,1,2
12,"3585_1577",1,1,6,20,1,1,2
5,"3586_1577",1,1,6,20,3,4,4
18,"3587_1578",1,2,6,20,1,4,4
14,"3588_1579",1,1,6,20,1,4,4
15,"3589_1579",1,1,1,20,1,4,4
6,"3590_1580",1,1,1,20,1,1,3
6,"3591_1580",1,1,6,20,1,1,2
8,"3592_1581",1,2,1,48,1,1,2
2,"3593_1581",1,1,1,48,NA,NA,NA
10,"3594_1581",1,1,6,48,1,1,2
18,"3595_1582",1,1,6,20,1,4,4
3,"3596_1583",1,1,6,48,NA,NA,NA
8,"3597_1583",1,3,6,48,1,2,5
10,"3598_1583",1,3,1,48,1,1,2
16,"3599_1584",1,2,6,48,1,4,4
16,"3600_1584",1,2,1,48,4,4,7
11,"3601_1584",1,1,1,48,4,4,7
10,"3602_1584",1,1,6,48,1,1,2
6,"3603_1584",1,1,1,48,2,1,2
12,"3604_1585",1,1,1,48,1,1,2
14,"3605_1586",1,2,6,48,1,4,4
11,"3606_1587",1,2,6,48,1,1,2
16,"3607_1588",1,1,6,20,1,4,4
16,"3608_1588",1,1,1,20,2,4,7
17,"3609_1589",1,1,6,1,1,4,4
12,"3610_1589",1,1,1,1,1,1,2
18,"3611_1590",1,2,6,48,1,4,4
17,"3612_1591",1,1,6,48,3,4,7
16,"3613_1591",1,1,1,48,1,4,4
14,"3614_1592",1,1,1,20,1,4,4
3,"3615_1593",1,1,6,48,NA,NA,NA
10,"3616_1593",1,1,6,48,1,4,4
7,"3617_1594",1,1,6,48,1,1,2
7,"3618_1594",1,1,1,48,1,1,2
16,"3619_1595",1,2,1,20,4,4,7
16,"3620_1595",1,2,6,20,1,4,4
15,"3621_1596",1,2,1,1,2,4,7
15,"3622_1596",1,1,6,1,1,4,4
12,"3623_1597",1,2,1,1,1,1,2
17,"3624_1598",1,2,1,20,1,4,4
16,"3625_1598",1,2,6,20,1,4,4
13,"3626_1599",1,2,1,48,1,1,1
13,"3627_1599",1,2,6,48,1,1,2
13,"3628_1600",1,1,6,20,1,1,2
16,"3629_1601",2,3,1,20,3,4,7
15,"3630_1601",2,3,6,20,1,4,4
6,"3631_1601",2,1,6,20,2,4,4
11,"3632_1601",2,3,6,20,1,4,4
12,"3633_1601",2,3,1,20,3,1,1
9,"3634_1601",2,3,6,20,1,2,5
11,"3635_1602",1,1,6,48,1,1,1
17,"3636_1602",1,1,6,48,4,4,7
12,"3637_1602",2,3,6,48,1,1,1
5,"3638_1603",1,2,6,48,1,1,2
6,"3639_1603",1,2,1,48,1,1,1
9,"3640_1603",1,2,1,48,1,1,1
1,"3641_1604",1,1,6,48,NA,NA,NA
10,"3642_1604",1,1,1,48,1,1,2
9,"3643_1604",1,1,6,48,1,1,2
2,"3644_1604",1,1,6,48,NA,NA,NA
12,"3645_1605",1,1,1,48,1,1,2
10,"3646_1605",1,2,6,48,1,1,2
3,"3647_1606",1,1,6,48,NA,NA,NA
10,"3648_1606",1,1,6,48,1,1,2
17,"3649_1607",1,1,1,48,1,4,4
9,"3650_1608",1,1,1,48,1,1,2
3,"3651_1608",1,1,6,48,2,NA,NA
10,"3652_1608",1,1,6,48,1,1,2
3,"3653_1608",1,1,6,48,NA,NA,NA
13,"3654_1609",1,1,6,20,1,1,2
16,"3655_1609",1,2,1,20,1,4,4
17,"3656_1610",1,2,6,48,1,4,4
8,"3657_1611",1,1,6,48,1,1,2
17,"3658_1612",1,2,6,48,1,4,4
12,"3659_1613",1,1,6,1,1,4,4
18,"3660_1613",1,1,6,1,3,4,7
12,"3661_1613",1,1,1,1,2,1,2
6,"3662_1613",1,2,1,1,1,1,2
12,"3663_1614",1,1,1,20,1,1,2
4,"3664_1614",1,1,1,20,1,4,4
5,"3665_1614",1,1,6,20,1,1,2
10,"3666_1614",1,1,6,20,1,1,2
5,"3667_1615",1,1,1,48,1,1,2
12,"3668_1615",1,2,1,48,1,1,2
5,"3669_1615",1,1,1,48,1,1,2
12,"3670_1615",1,1,6,48,1,1,2
5,"3671_1616",2,3,1,48,1,2,5
12,"3672_1616",1,3,1,48,1,1,2
13,"3673_1617",1,3,1,48,1,1,2
7,"3674_1617",1,2,6,48,1,1,2
10,"3675_1618",1,1,1,48,1,1,2
4,"3676_1618",1,1,6,48,1,4,4
9,"3677_1618",1,1,6,48,1,1,2
3,"3678_1618",1,1,6,48,NA,NA,NA
13,"3679_1619",1,1,1,20,2,1,2
13,"3680_1619",1,1,6,20,1,4,4
14,"3681_1620",1,1,6,20,1,4,4
8,"3682_1620",1,2,1,20,2,1,2
8,"3683_1620",1,1,1,20,2,1,2
14,"3684_1620",1,1,1,20,1,4,4
1,"3685_1620",1,1,6,20,NA,NA,NA
8,"3686_1620",1,1,6,20,2,1,2
2,"3687_1620",1,1,1,20,NA,NA,NA
13,"3688_1621",1,1,6,48,1,1,2
12,"3689_1622",1,1,6,48,1,1,2
18,"3690_1622",1,2,6,48,1,4,4
10,"3691_1623",1,1,1,48,4,4,7
16,"3692_1623",1,2,6,48,1,4,4
11,"3693_1624",1,1,1,1,1,1,2
2,"3694_1624",1,1,6,1,NA,NA,NA
1,"3695_1624",1,1,1,1,NA,NA,NA
9,"3696_1624",1,1,6,1,1,1,2
18,"3697_1625",1,1,6,48,1,4,4
7,"3698_1626",1,1,6,1,1,1,2
8,"3699_1626",1,1,1,1,1,1,2
11,"3700_1627",1,1,6,48,1,1,3
4,"3701_1627",1,1,1,48,2,4,4
10,"3702_1627",1,1,1,48,1,1,1
7,"3703_1628",1,1,6,48,1,1,2
8,"3704_1629",1,1,1,48,1,1,2
8,"3705_1629",1,1,6,48,1,1,2
1,"3706_1629",1,1,6,48,NA,NA,NA
1,"3707_1629",1,1,6,48,NA,NA,NA
15,"3708_1630",1,2,6,48,1,4,4
15,"3709_1630",1,2,1,48,4,4,7
11,"3710_1631",1,1,1,20,2,1,2
3,"3711_1631",1,1,6,20,NA,NA,NA
10,"3712_1631",1,1,6,20,1,1,3
4,"3713_1631",1,1,6,20,2,4,4
14,"3714_1632",1,1,6,48,2,4,7
14,"3715_1632",1,3,1,48,2,4,7
10,"3716_1633",1,1,6,48,1,1,2
10,"3717_1633",1,1,1,48,1,1,2
3,"3718_1633",1,1,1,48,NA,NA,NA
3,"3719_1633",1,1,6,48,NA,NA,NA
11,"3720_1634",1,1,1,1,1,1,2
13,"3721_1635",1,1,1,20,1,1,2
13,"3722_1635",1,2,6,20,1,4,4
17,"3723_1636",1,2,6,48,1,4,4
16,"3724_1636",1,2,1,48,1,4,4
10,"3725_1636",1,1,6,48,1,1,2
13,"3726_1637",1,1,1,48,1,1,2
6,"3727_1637",1,1,6,48,2,1,2
6,"3728_1637",1,1,1,48,3,1,2
12,"3729_1637",1,1,6,48,1,1,2
9,"3730_1638",1,1,6,48,1,1,1
11,"3731_1638",1,1,1,48,1,2,5
18,"3732_1639",1,2,6,48,1,4,4
12,"3733_1640",1,1,1,20,2,1,2
10,"3734_1640",1,2,6,20,1,4,4
4,"3735_1640",1,1,1,20,1,4,4
3,"3736_1641",2,3,1,1,NA,NA,NA
11,"3737_1641",1,3,6,1,1,2,5
12,"3738_1641",1,3,1,1,1,2,5
2,"3739_1642",1,1,1,1,NA,NA,NA
10,"3740_1642",1,1,1,1,1,1,2
10,"3741_1642",1,1,6,1,1,1,2
3,"3742_1642",1,1,1,1,NA,NA,NA
15,"3743_1643",1,1,6,1,1,4,4
14,"3744_1644",1,2,6,48,1,4,4
8,"3745_1644",1,1,1,48,1,1,2
11,"3746_1645",1,1,1,1,1,1,2
6,"3747_1646",1,1,1,48,4,1,2
16,"3748_1646",1,1,6,48,1,4,4
11,"3749_1646",1,1,6,48,1,2,5
9,"3750_1647",1,1,1,1,1,1,2
9,"3751_1647",1,1,1,1,1,1,2
12,"3752_1647",1,1,1,1,1,1,2
8,"3753_1647",1,1,6,1,1,1,2
18,"3754_1648",1,2,1,20,4,4,7
15,"3755_1648",1,2,1,20,1,4,4
14,"3756_1648",1,1,6,20,1,4,4
8,"3757_1649",1,2,6,20,1,2,5
8,"3758_1649",1,1,1,20,1,1,2
16,"3759_1650",1,2,1,48,3,4,7
15,"3760_1650",1,2,6,48,1,4,4
7,"3761_1651",1,1,6,20,1,1,2
7,"3762_1651",1,1,1,20,1,1,2
13,"3763_1652",1,1,1,48,1,1,2
6,"3764_1652",1,1,1,48,1,1,2
6,"3765_1652",1,1,1,48,1,1,2
12,"3766_1652",1,1,6,48,1,1,2
5,"3767_1652",1,1,6,48,1,1,2
5,"3768_1652",1,1,1,48,1,1,2
15,"3769_1653",1,1,6,48,1,4,4
16,"3770_1653",1,1,1,48,1,4,4
17,"3771_1654",1,1,6,1,1,4,4
17,"3772_1654",1,1,1,1,3,4,7
15,"3773_1655",1,1,1,48,1,4,4
15,"3774_1655",1,1,6,48,1,4,4
17,"3775_1656",1,1,6,48,2,4,7
18,"3776_1656",1,2,1,48,1,4,4
8,"3777_1657",1,1,1,20,1,1,2
18,"3778_1658",1,1,1,1,4,4,7
16,"3779_1658",1,1,6,1,1,4,4
4,"3780_1659",1,1,6,20,3,4,4
12,"3781_1659",1,2,1,20,1,1,1
5,"3782_1659",1,1,1,20,2,4,4
12,"3783_1659",1,2,6,20,1,1,2
14,"3784_1660",1,1,1,1,1,1,2
7,"3785_1661",2,3,1,20,2,1,2
6,"3786_1661",2,3,6,20,1,4,4
11,"3787_1661",2,3,6,20,1,4,4
