"age","matricule","nationality","place_birth","sex","province","household_duties","relation_to_activity1","relation_to_activity2"
5,"2593_1131",1,3,6,48,1,4,4
6,"2594_1131",1,3,1,48,1,1,2
8,"2595_1132",1,1,6,48,1,1,2
8,"2596_1133",1,1,1,20,1,1,2
7,"2597_1133",1,1,6,20,1,1,2
13,"2598_1134",1,1,1,48,1,4,4
11,"2599_1135",1,1,1,1,1,1,2
11,"2600_1135",1,1,6,1,1,1,2
13,"2601_1136",1,1,1,1,3,1,2
8,"2602_1137",2,3,6,20,1,1,2
9,"2603_1137",2,3,6,20,1,1,2
9,"2604_1137",1,1,1,20,2,4,7
10,"2605_1138",1,3,1,20,1,1,1
3,"2606_1138",1,1,1,20,NA,NA,NA
3,"2607_1138",1,1,1,20,NA,NA,NA
9,"2608_1138",2,3,6,20,1,1,1
18,"2609_1139",1,2,6,1,1,4,4
9,"2610_1140",1,1,1,48,1,1,2
13,"2611_1141",1,1,1,20,1,4,4
13,"2612_1141",1,2,6,20,1,1,2
6,"2613_1141",1,1,6,20,4,1,3
14,"2614_1142",1,1,1,48,1,4,4
13,"2615_1142",1,2,6,48,1,2,5
5,"2616_1143",1,1,1,20,1,1,2
12,"2617_1143",1,1,6,20,1,1,2
12,"2618_1143",1,2,1,20,2,4,7
2,"2619_1144",1,1,1,1,NA,NA,NA
9,"2620_1144",1,1,6,1,1,1,2
10,"2621_1144",1,1,1,1,1,1,1
1,"2622_1144",1,1,6,1,NA,NA,NA
8,"2623_1145",2,3,1,20,1,2,5
3,"2624_1145",2,3,1,20,NA,NA,NA
7,"2625_1145",2,3,6,20,1,2,5
2,"2626_1145",2,3,1,20,NA,NA,NA
7,"2627_1145",2,3,6,20,1,1,2
9,"2628_1146",1,2,1,20,1,1,2
9,"2629_1146",1,1,6,20,1,1,2
2,"2630_1146",1,1,6,20,NA,NA,NA
10,"2631_1147",1,1,1,20,1,1,2
9,"2632_1148",1,2,6,1,1,1,2
3,"2633_1148",1,1,6,1,NA,NA,NA
15,"2634_1149",1,1,6,20,1,4,4
10,"2635_1150",1,1,1,1,1,1,2
3,"2636_1150",1,1,6,1,NA,NA,NA
3,"2637_1150",1,1,6,1,NA,NA,NA
10,"2638_1150",1,1,6,1,1,1,2
13,"2639_1151",1,1,1,20,1,1,2
6,"2640_1151",1,1,6,20,2,1,1
5,"2641_1151",1,1,1,20,2,1,2
13,"2642_1151",1,1,6,20,1,4,4
18,"2643_1152",1,2,6,20,4,4,7
14,"2644_1153",1,1,1,48,1,4,4
8,"2645_1153",1,1,6,48,1,1,2
9,"2646_1153",1,1,1,48,1,1,2
12,"2647_1154",1,1,1,20,1,1,2
14,"2648_1155",1,2,1,48,1,4,4
14,"2649_1155",1,2,6,48,1,4,4
17,"2650_1156",1,1,6,1,4,4,7
1,"2651_1157",1,1,1,48,NA,NA,NA
2,"2652_1157",1,1,1,48,NA,NA,NA
8,"2653_1157",1,1,6,48,1,1,2
8,"2654_1157",1,1,1,48,1,1,2
8,"2655_1158",1,1,6,48,1,1,2
12,"2656_1158",1,1,1,48,1,1,2
13,"2657_1159",1,1,1,20,1,1,2
11,"2658_1159",1,1,6,20,1,1,2
4,"2659_1159",1,1,1,20,2,4,4
14,"2660_1160",1,1,1,1,3,4,7
13,"2661_1160",1,1,6,1,1,1,2
10,"2662_1161",1,1,1,48,1,2,5
9,"2663_1162",1,1,1,1,2,1,2
9,"2664_1162",1,1,6,1,2,1,2
10,"2665_1163",1,3,1,20,1,1,2
18,"2666_1164",1,1,1,20,2,4,7
15,"2667_1165",1,2,6,48,1,4,4
15,"2668_1165",1,1,1,48,1,4,4
13,"2669_1166",1,1,6,20,1,4,4
14,"2670_1166",1,2,1,20,1,4,4
8,"2671_1167",1,1,1,1,1,1,2
6,"2672_1167",1,1,6,1,1,3,5
14,"2673_1167",1,1,6,1,1,4,4
14,"2674_1167",1,1,1,1,1,4,4
7,"2675_1168",1,1,1,20,1,1,2
12,"2676_1169",1,1,1,48,1,1,2
17,"2677_1170",1,1,1,48,1,4,4
16,"2678_1170",1,2,6,48,1,4,4
16,"2679_1171",1,1,6,20,1,4,4
17,"2680_1171",1,1,1,20,1,4,4
12,"2681_1172",1,1,1,48,1,1,2
12,"2682_1172",1,1,6,48,1,1,2
18,"2683_1173",1,2,1,48,1,4,4
18,"2684_1173",1,2,6,48,1,4,4
13,"2685_1174",1,1,1,1,1,1,2
5,"2686_1175",1,1,1,48,2,4,4
11,"2687_1175",1,1,6,48,1,1,2
3,"2688_1176",1,1,1,1,4,NA,NA
11,"2689_1176",1,2,6,1,1,1,2
5,"2690_1176",1,1,6,1,4,1,3
12,"2691_1176",1,1,1,1,2,1,2
11,"2692_1177",2,3,1,48,1,1,2
7,"2693_1177",2,3,6,48,1,1,3
11,"2694_1177",2,3,6,48,1,1,3
15,"2695_1178",1,2,6,48,1,4,4
16,"2696_1179",1,1,6,20,1,4,4
16,"2697_1179",1,1,1,20,3,4,7
13,"2698_1180",1,1,6,48,1,1,2
15,"2699_1181",1,1,6,20,1,4,4
13,"2700_1182",1,1,1,48,3,1,2
6,"2701_1182",1,1,6,48,3,1,2
5,"2702_1182",1,1,6,48,3,2,5
4,"2703_1183",1,1,1,20,2,4,4
11,"2704_1183",1,2,6,20,1,1,1
3,"2705_1183",1,1,6,20,NA,NA,NA
14,"2706_1184",1,1,1,48,1,4,4
16,"2707_1185",1,1,6,48,1,4,4
14,"2708_1186",1,1,6,20,1,4,4
15,"2709_1187",1,2,1,20,2,4,7
14,"2710_1187",1,1,6,20,2,4,7
14,"2711_1187",1,1,6,20,1,4,4
8,"2712_1188",2,3,6,1,1,1,2
3,"2713_1188",2,3,6,1,NA,NA,NA
2,"2714_1188",2,1,1,1,NA,NA,NA
9,"2715_1188",2,3,1,1,2,1,2
15,"2716_1189",1,2,1,48,1,4,4
15,"2717_1189",1,2,6,48,1,4,4
5,"2718_1190",1,1,1,48,3,1,2
12,"2719_1190",1,1,1,48,2,1,2
11,"2720_1190",1,1,6,48,1,1,3
2,"2721_1191",1,1,6,20,NA,NA,NA
8,"2722_1191",1,1,6,20,1,1,2
2,"2723_1191",1,1,6,20,NA,NA,NA
14,"2724_1192",1,1,1,48,1,4,4
14,"2725_1192",1,1,6,48,1,4,4
3,"2726_1193",1,1,6,20,2,NA,NA
11,"2727_1193",1,1,1,20,1,1,2
4,"2728_1193",1,1,6,20,2,4,4
10,"2729_1193",1,1,6,20,1,1,2
13,"2730_1194",1,2,6,48,1,1,2
14,"2731_1194",1,2,1,48,2,4,7
12,"2732_1195",1,2,1,1,1,1,2
15,"2733_1196",1,2,1,1,1,4,4
14,"2734_1196",1,1,1,1,1,4,4
11,"2735_1197",1,3,6,20,1,1,2
4,"2736_1197",1,1,6,20,2,4,4
16,"2737_1198",1,2,6,1,1,4,4
16,"2738_1199",1,1,1,48,1,4,4
15,"2739_1199",1,2,6,48,1,4,4
15,"2740_1200",1,1,1,48,1,4,4
4,"2741_1201",1,1,1,48,2,4,4
12,"2742_1201",1,1,6,48,1,1,2
4,"2743_1201",1,1,1,48,2,4,4
12,"2744_1201",1,1,1,48,1,1,2
12,"2745_1202",1,1,6,20,1,1,2
6,"2746_1202",1,1,6,20,2,4,4
13,"2747_1202",1,1,1,20,1,4,4
18,"2748_1203",1,1,1,20,2,4,7
18,"2749_1204",1,2,1,20,2,4,7
18,"2750_1204",1,2,6,20,1,4,4
1,"2751_1205",1,1,6,1,NA,NA,NA
1,"2752_1205",1,1,6,1,NA,NA,NA
9,"2753_1205",1,1,1,1,1,1,2
8,"2754_1205",1,1,6,1,1,1,2
14,"2755_1206",1,2,1,20,2,4,7
3,"2756_1207",1,3,6,1,NA,NA,NA
8,"2757_1207",1,3,6,1,1,1,3
4,"2758_1207",1,3,1,1,1,4,4
13,"2759_1208",1,2,1,48,1,1,1
10,"2760_1209",1,1,1,1,3,1,2
15,"2761_1209",1,2,6,1,1,4,4
10,"2762_1210",1,1,6,48,1,4,4
14,"2763_1211",1,2,1,1,1,4,4
18,"2764_1211",1,2,6,1,1,4,4
18,"2765_1211",1,2,1,1,3,4,7
1,"2766_1212",2,1,1,1,NA,NA,NA
5,"2767_1212",2,3,6,1,1,4,4
8,"2768_1212",2,3,1,1,1,1,2
17,"2769_1213",1,1,6,20,1,4,4
9,"2770_1213",1,1,1,20,3,1,2
16,"2771_1214",1,2,1,1,1,4,4
15,"2772_1214",1,2,6,1,1,4,4
7,"2773_1214",1,1,6,1,1,1,3
15,"2774_1215",1,2,6,20,1,4,4
16,"2775_1215",1,2,1,20,1,4,4
8,"2776_1215",1,1,6,20,1,1,2
15,"2777_1216",1,1,6,20,1,4,4
10,"2778_1217",1,1,1,20,1,1,2
5,"2779_1217",1,1,6,20,3,1,2
5,"2780_1217",1,1,6,20,1,4,4
11,"2781_1217",1,1,6,20,1,1,2
15,"2782_1218",1,1,1,20,2,4,7
14,"2783_1218",1,1,6,20,1,4,4
8,"2784_1219",1,1,1,1,1,1,2
10,"2785_1219",1,1,6,1,1,1,2
10,"2786_1220",1,1,6,48,1,1,2
2,"2787_1220",1,1,6,48,NA,NA,NA
2,"2788_1220",1,1,6,48,NA,NA,NA
1,"2789_1221",1,1,1,48,NA,NA,NA
2,"2790_1221",1,1,6,48,NA,NA,NA
7,"2791_1221",1,1,6,48,1,4,4
7,"2792_1221",1,1,1,48,1,1,2
1,"2793_1222",1,1,1,1,NA,NA,NA
3,"2794_1222",1,3,6,1,NA,NA,NA
8,"2795_1222",2,3,6,1,1,1,2
9,"2796_1222",1,3,1,1,1,1,1
15,"2797_1223",1,2,6,20,1,4,4
12,"2798_1224",1,1,1,1,1,1,2
12,"2799_1224",1,1,6,1,1,1,2
14,"2800_1225",1,1,6,48,1,4,4
14,"2801_1225",1,1,1,48,2,4,7
16,"2802_1226",1,2,6,48,1,4,4
16,"2803_1226",1,2,1,48,2,4,7
10,"2804_1226",1,1,6,48,1,2,5
3,"2805_1227",1,1,1,20,NA,NA,NA
10,"2806_1227",1,1,1,20,1,1,2
3,"2807_1227",1,1,1,20,1,NA,NA
7,"2808_1228",1,1,1,20,3,1,2
14,"2809_1228",1,1,6,20,1,4,4
15,"2810_1228",1,1,1,20,2,4,7
8,"2811_1229",1,1,1,48,1,1,2
16,"2812_1230",1,1,1,20,1,4,4
16,"2813_1230",1,2,6,20,1,4,4
15,"2814_1231",1,1,6,48,2,4,7
15,"2815_1231",1,1,1,48,1,4,4
14,"2816_1231",1,1,6,48,1,4,4
7,"2817_1232",1,1,1,48,1,1,2
18,"2818_1233",1,2,6,1,1,4,4
17,"2819_1233",1,1,1,1,2,4,7
12,"2820_1234",1,2,6,1,1,4,4
5,"2821_1234",1,1,6,1,1,4,4
12,"2822_1235",1,1,1,48,1,4,4
18,"2823_1235",1,1,6,48,4,4,7
13,"2824_1236",1,1,1,20,1,1,2
13,"2825_1236",1,2,1,20,1,1,1
12,"2826_1237",1,1,1,20,2,1,2
5,"2827_1238",1,1,6,20,1,1,2
12,"2828_1238",1,2,1,20,1,1,2
13,"2829_1238",1,2,6,20,1,4,4
8,"2830_1239",1,1,6,48,1,1,2
1,"2831_1239",1,1,1,48,NA,NA,NA
1,"2832_1239",1,1,6,48,NA,NA,NA
9,"2833_1239",1,3,1,48,2,1,2
16,"2834_1240",1,2,1,48,1,4,4
11,"2835_1240",1,1,6,48,2,4,7
11,"2836_1240",1,1,1,48,1,1,2
14,"2837_1241",1,3,1,1,1,4,4
14,"2838_1241",1,1,6,1,1,4,4
14,"2839_1241",1,1,1,1,2,4,7
7,"2840_1242",1,1,1,1,2,1,2
5,"2841_1242",1,1,1,1,2,4,4
12,"2842_1242",1,1,6,1,1,1,2
18,"2843_1243",1,2,6,48,1,4,4
16,"2844_1244",1,1,1,20,1,4,4
10,"2845_1244",1,1,1,20,1,1,2
13,"2846_1245",1,1,6,20,1,1,2
12,"2847_1246",1,2,1,1,1,4,4
11,"2848_1246",1,1,6,1,1,4,4
11,"2849_1247",1,1,1,48,3,1,1
5,"2850_1247",1,1,6,48,1,1,3
12,"2851_1247",1,1,6,48,1,1,2
9,"2852_1248",1,1,6,48,1,1,2
1,"2853_1248",1,1,6,48,NA,NA,NA
16,"2854_1249",1,1,1,48,1,4,4
15,"2855_1249",1,1,6,48,1,4,4
8,"2856_1250",1,1,1,20,1,1,2
8,"2857_1250",1,1,6,20,1,4,4
1,"2858_1250",1,1,6,20,NA,NA,NA
13,"2859_1251",1,2,1,20,1,4,4
12,"2860_1251",1,1,6,20,1,1,2
11,"2861_1252",1,1,1,1,2,1,2
17,"2862_1253",1,2,6,48,1,4,4
12,"2863_1253",1,1,1,48,2,4,7
10,"2864_1254",1,1,6,48,1,1,2
3,"2865_1254",1,1,6,48,NA,NA,NA
10,"2866_1254",1,1,1,48,1,1,2
6,"2867_1255",1,1,6,1,3,1,2
11,"2868_1255",1,1,6,1,1,1,2
9,"2869_1256",1,1,1,20,1,1,2
15,"2870_1257",1,1,6,1,1,4,4
15,"2871_1258",1,1,1,1,1,4,4
8,"2872_1259",1,1,6,48,2,1,1
13,"2873_1259",2,3,6,48,1,2,5
14,"2874_1259",1,2,1,48,2,4,7
6,"2875_1260",1,1,6,1,1,1,2
14,"2876_1260",1,1,6,1,1,4,4
7,"2877_1260",1,1,1,1,1,1,2
16,"2878_1261",1,1,1,20,1,4,4
15,"2879_1261",1,1,6,20,1,4,4
13,"2880_1262",1,1,1,48,1,4,4
13,"2881_1262",1,1,6,48,1,4,4
2,"2882_1263",1,1,6,48,NA,NA,NA
1,"2883_1263",1,1,6,48,NA,NA,NA
1,"2884_1263",1,1,1,48,NA,NA,NA
7,"2885_1263",1,1,6,48,1,4,4
2,"2886_1263",1,1,6,48,NA,NA,NA
8,"2887_1263",1,1,1,48,3,1,2
12,"2888_1264",1,1,6,48,2,1,2
8,"2889_1265",1,1,6,1,1,1,2
9,"2890_1266",1,1,6,20,1,1,2
1,"2891_1266",1,1,6,20,NA,NA,NA
2,"2892_1267",1,1,1,1,NA,NA,NA
12,"2893_1267",1,3,6,1,1,4,4
3,"2894_1267",1,1,6,1,3,NA,NA
12,"2895_1267",1,1,1,1,1,1,2
4,"2896_1267",1,1,6,1,3,4,4
3,"2897_1267",1,2,6,1,NA,NA,NA
9,"2898_1268",1,1,6,20,1,4,4
3,"2899_1268",1,1,1,20,NA,NA,NA
10,"2900_1268",1,1,1,20,2,1,2
13,"2901_1269",1,1,1,20,1,1,1
13,"2902_1269",1,1,6,20,1,1,2
14,"2903_1270",1,2,6,20,1,4,4
15,"2904_1271",1,1,1,20,4,4,7
14,"2905_1271",1,2,6,20,1,1,2
9,"2906_1272",1,3,1,1,3,1,2
5,"2907_1272",1,1,1,1,3,1,2
10,"2908_1272",1,1,6,1,1,1,2
12,"2909_1273",1,1,6,48,1,1,2
5,"2910_1273",1,1,6,48,1,1,2
12,"2911_1273",1,2,1,48,1,1,1
7,"2912_1273",1,1,6,48,1,1,1
13,"2913_1274",1,2,6,1,1,1,3
13,"2914_1274",1,2,1,1,1,4,4
10,"2915_1275",1,1,1,20,1,1,1
15,"2916_1276",1,2,6,1,1,4,4
4,"2917_1277",1,3,6,48,2,4,4
11,"2918_1277",1,2,6,48,1,1,2
4,"2919_1277",1,3,1,48,2,4,4
11,"2920_1277",2,3,1,48,1,1,2
13,"2921_1278",1,1,1,48,1,4,4
12,"2922_1278",2,1,6,48,1,1,2
6,"2923_1278",1,1,1,48,2,1,2
13,"2924_1279",1,2,1,48,1,4,4
8,"2925_1279",1,1,1,48,1,1,2
13,"2926_1279",1,2,6,48,1,1,2
13,"2927_1280",1,1,1,20,1,4,4
13,"2928_1280",1,1,6,20,1,1,2
18,"2929_1280",1,1,6,20,3,4,7
11,"2930_1281",1,1,6,20,1,1,2
12,"2931_1281",1,2,1,20,1,1,2
6,"2932_1281",1,1,6,20,1,1,2
14,"2933_1282",1,2,6,20,1,4,4
14,"2934_1282",1,2,1,20,1,4,4
3,"2935_1283",1,1,6,48,NA,NA,NA
12,"2936_1283",1,1,1,48,2,1,2
10,"2937_1283",1,1,1,48,2,1,2
14,"2938_1283",1,1,6,48,1,4,4
15,"2939_1284",1,1,6,20,2,4,7
14,"2940_1284",1,1,6,20,2,4,7
5,"2941_1285",1,2,1,48,2,4,4
16,"2942_1285",1,2,6,48,1,4,4
10,"2943_1285",1,1,6,48,1,1,2
11,"2944_1285",1,1,1,48,3,1,2
2,"2945_1285",1,1,6,48,NA,NA,NA
18,"2946_1286",1,1,6,20,1,4,4
12,"2947_1287",1,1,1,1,1,1,2
6,"2948_1287",1,1,1,1,1,1,2
12,"2949_1287",1,2,6,1,1,1,2
10,"2950_1288",1,1,6,20,1,1,2
9,"2951_1288",1,1,1,20,1,1,2
18,"2952_1289",1,2,6,48,2,4,7
18,"2953_1290",1,1,6,48,4,4,7
6,"2954_1290",1,1,6,48,2,4,4
8,"2955_1290",2,3,6,48,1,1,2
11,"2956_1291",1,1,1,48,1,1,2
10,"2957_1292",1,2,1,1,1,1,2
11,"2958_1292",1,2,1,1,1,1,2
9,"2959_1293",1,1,6,20,1,1,2
3,"2960_1293",1,1,6,20,NA,NA,NA
15,"2961_1294",1,2,6,48,1,4,4
14,"2962_1295",1,2,1,48,1,4,4
14,"2963_1295",1,2,6,48,1,4,4
16,"2964_1296",1,2,6,20,1,4,4
9,"2965_1297",1,1,6,20,1,1,2
2,"2966_1298",1,1,1,48,NA,NA,NA
9,"2967_1298",1,1,6,48,1,1,2
9,"2968_1298",1,1,1,48,1,1,2
15,"2969_1299",1,2,6,48,1,4,4
10,"2970_1299",1,1,1,48,1,1,2
13,"2971_1300",1,2,6,48,2,4,7
14,"2972_1300",1,2,6,48,1,4,4
16,"2973_1301",1,1,6,20,1,4,4
17,"2974_1302",1,1,1,48,4,4,7
16,"2975_1302",1,2,6,48,1,4,4
3,"2976_1303",1,1,6,48,2,NA,NA
12,"2977_1303",1,1,1,48,1,1,2
3,"2978_1303",1,1,1,48,2,NA,NA
12,"2979_1303",1,1,6,48,1,1,2
11,"2980_1304",1,1,1,20,1,1,2
3,"2981_1304",1,1,1,20,NA,NA,NA
10,"2982_1304",1,1,6,20,1,1,2
11,"2983_1305",1,1,6,20,1,1,2
8,"2984_1306",1,1,1,20,1,4,4
17,"2985_1307",1,2,6,20,1,4,4
12,"2986_1308",1,2,1,20,1,1,2
14,"2987_1309",1,1,1,20,2,4,7
14,"2988_1309",1,1,6,20,1,4,4
10,"2989_1310",1,1,1,48,1,1,2
10,"2990_1311",1,1,1,1,1,1,2
13,"2991_1312",1,1,6,48,1,1,2
12,"2992_1313",1,1,6,20,1,2,5
11,"2993_1313",1,1,1,20,1,1,2
4,"2994_1314",1,1,6,48,2,4,4
12,"2995_1314",1,1,1,48,1,1,2
11,"2996_1314",1,1,6,48,1,1,2
3,"2997_1314",1,1,1,48,NA,NA,NA
8,"2998_1315",1,1,6,20,2,1,2
2,"2999_1315",1,1,1,20,NA,NA,NA
18,"3000_1316",1,3,6,20,1,4,4
13,"3001_1316",1,3,6,20,1,1,2
12,"3002_1317",1,1,6,1,1,1,2
11,"3003_1318",1,1,1,48,2,4,7
15,"3004_1319",1,1,1,48,2,4,7
14,"3005_1319",1,1,6,48,1,4,4
10,"3006_1320",1,1,6,20,1,1,2
11,"3007_1320",1,1,1,20,1,1,2
4,"3008_1320",1,1,1,20,1,4,4
3,"3009_1320",1,1,6,20,2,NA,NA
17,"3010_1321",1,1,6,48,1,4,4
18,"3011_1321",1,1,1,48,4,4,7
2,"3012_1322",1,1,1,48,NA,NA,NA
9,"3013_1322",1,1,1,48,1,1,2
2,"3014_1322",1,1,6,48,NA,NA,NA
8,"3015_1322",1,1,6,48,1,1,2
9,"3016_1323",1,1,1,48,1,1,2
10,"3017_1323",1,1,6,48,1,1,2
16,"3018_1324",1,1,1,20,2,4,7
8,"3019_1324",1,1,1,20,2,2,6
15,"3020_1324",1,1,6,20,1,4,4
10,"3021_1325",1,1,1,1,1,1,2
5,"3022_1326",1,1,6,48,2,4,4
5,"3023_1326",1,1,6,48,2,4,4
11,"3024_1326",1,1,6,48,1,1,2
12,"3025_1326",1,2,1,48,1,1,2
6,"3026_1327",1,2,1,1,1,1,2
7,"3027_1327",1,1,1,1,1,1,2
15,"3028_1328",1,1,1,48,1,4,4
15,"3029_1328",1,1,6,48,1,4,4
18,"3030_1329",1,1,1,48,4,4,7
13,"3031_1330",1,1,6,20,1,4,4
14,"3032_1330",1,1,1,20,1,4,4
8,"3033_1331",1,1,6,1,1,1,2
10,"3034_1332",1,3,6,48,1,1,2
9,"3035_1332",1,1,1,48,1,1,2
14,"3036_1333",1,1,1,48,1,4,4
14,"3037_1333",1,1,6,48,1,4,4
8,"3038_1334",1,1,6,48,1,1,2
4,"3039_1335",1,1,1,1,2,4,4
11,"3040_1335",1,1,1,1,1,1,1
6,"3041_1336",1,1,1,20,1,1,2
6,"3042_1336",1,1,6,20,1,1,2
16,"3043_1337",1,1,6,48,1,4,4
16,"3044_1338",1,1,1,20,1,4,4
10,"3045_1339",1,1,1,48,1,1,2
9,"3046_1339",1,2,6,48,1,1,2
2,"3047_1339",1,1,1,48,NA,NA,NA
2,"3048_1339",1,1,1,48,NA,NA,NA
1,"3049_1339",1,1,1,48,NA,NA,NA
13,"3050_1340",1,1,6,1,1,1,2
14,"3051_1340",1,1,1,1,1,1,2
11,"3052_1341",1,1,6,48,1,1,2
5,"3053_1341",1,1,6,48,1,1,3
11,"3054_1342",1,2,6,48,1,1,1
17,"3055_1343",1,1,6,1,3,4,7
15,"3056_1344",1,1,1,48,1,1,2
15,"3057_1344",1,2,6,48,2,4,7
14,"3058_1345",1,1,1,20,1,4,4
4,"3059_1346",1,1,1,1,2,4,4
5,"3060_1346",1,1,6,1,2,1,2
10,"3061_1346",1,1,1,1,1,1,2
10,"3062_1346",1,1,6,1,1,1,2
9,"3063_1347",1,1,6,48,1,1,3
3,"3064_1347",1,1,1,48,NA,NA,NA
9,"3065_1347",1,1,1,48,1,1,2
4,"3066_1347",1,1,1,48,2,4,4
3,"3067_1347",1,1,6,48,NA,NA,NA
8,"3068_1348",1,1,1,20,1,1,2
8,"3069_1348",1,2,6,20,1,1,2
3,"3070_1349",1,1,6,20,NA,NA,NA
7,"3071_1349",1,1,6,20,1,1,2
18,"3072_1350",1,1,6,48,4,4,7
13,"3073_1350",1,1,1,48,1,1,2
13,"3074_1351",1,1,6,1,1,1,2
18,"3075_1352",1,1,6,48,1,4,4
17,"3076_1353",1,2,6,1,1,4,4
16,"3077_1354",1,2,6,48,1,4,4
12,"3078_1355",1,1,6,1,1,1,2
11,"3079_1356",1,1,6,20,1,1,2
5,"3080_1356",1,1,6,20,1,4,4
4,"3081_1356",1,1,1,20,1,4,4
11,"3082_1356",1,1,1,20,1,1,2
5,"3083_1357",2,3,1,1,2,1,2
9,"3084_1357",2,3,6,1,1,2,5
11,"3085_1357",2,3,1,1,2,1,2
1,"3086_1358",1,1,6,20,NA,NA,NA
2,"3087_1358",1,1,1,20,NA,NA,NA
8,"3088_1358",1,1,6,20,1,1,1
8,"3089_1358",1,1,1,20,1,1,2
1,"3090_1359",1,1,6,1,NA,NA,NA
7,"3091_1359",1,1,1,1,1,1,1
7,"3092_1359",1,1,6,1,1,1,2
14,"3093_1360",1,1,1,48,1,4,4
15,"3094_1361",1,2,6,48,1,4,4
5,"3095_1362",1,1,1,1,2,4,4
12,"3096_1362",1,1,1,1,2,1,2
12,"3097_1362",1,1,6,1,1,1,2
4,"3098_1362",1,1,6,1,2,4,4
4,"3099_1363",1,1,6,1,3,4,4
11,"3100_1363",1,1,1,1,1,1,2
11,"3101_1363",1,1,6,1,1,1,2
4,"3102_1363",1,1,6,1,3,4,4
9,"3103_1363",2,3,1,1,2,2,6
3,"3104_1364",1,1,1,1,NA,NA,NA
10,"3105_1364",1,2,6,1,1,1,2
3,"3106_1364",1,1,6,1,NA,NA,NA
10,"3107_1364",1,1,1,1,1,1,2
16,"3108_1365",1,1,1,20,1,4,4
16,"3109_1365",1,1,6,20,1,4,4
17,"3110_1366",1,1,6,48,1,4,4
16,"3111_1367",1,1,6,1,1,4,4
15,"3112_1368",1,1,6,1,1,4,4
9,"3113_1368",1,1,1,1,1,1,2
14,"3114_1369",1,1,1,48,4,4,7
7,"3115_1369",1,1,1,48,2,1,2
13,"3116_1369",1,1,6,48,1,4,4
11,"3117_1370",1,1,6,1,1,1,2
3,"3118_1371",1,1,6,48,NA,NA,NA
9,"3119_1371",1,3,1,48,2,1,2
9,"3120_1371",1,1,6,48,1,1,2
3,"3121_1371",1,1,6,48,NA,NA,NA
4,"3122_1371",1,1,1,48,2,4,4
16,"3123_1372",1,1,6,20,1,4,4
4,"3124_1373",1,1,6,48,1,4,4
11,"3125_1373",1,1,1,48,1,4,4
11,"3126_1373",1,1,6,48,1,1,3
7,"3127_1374",2,3,1,48,1,4,4
9,"3128_1375",1,2,6,20,1,1,2
8,"3129_1375",1,2,1,20,1,1,2
1,"3130_1375",1,1,1,20,NA,NA,NA
2,"3131_1375",1,1,1,20,NA,NA,NA
9,"3132_1376",1,1,1,48,1,1,2
15,"3133_1377",1,1,1,20,1,4,4
14,"3134_1377",1,2,6,20,1,4,4
18,"3135_1378",1,1,1,1,4,4,7
8,"3136_1378",2,3,1,1,1,1,2
15,"3137_1379",1,2,6,20,1,4,4
16,"3138_1379",1,2,1,20,1,4,4
11,"3139_1380",1,1,1,48,1,4,4
9,"3140_1381",1,1,6,48,1,1,2
2,"3141_1381",1,1,6,48,NA,NA,NA
1,"3142_1381",1,1,1,48,NA,NA,NA
9,"3143_1381",1,1,1,48,1,1,2
14,"3144_1382",1,1,6,1,1,4,4
5,"3145_1383",1,1,6,48,1,1,2
7,"3146_1383",1,1,1,48,3,1,3
12,"3147_1383",1,1,1,48,3,1,1
6,"3148_1383",1,1,1,48,3,1,2
11,"3149_1383",1,1,6,48,1,4,4
9,"3150_1384",1,1,6,48,1,1,2
12,"3151_1384",1,1,1,48,1,1,2
4,"3152_1384",1,1,6,48,1,4,4
12,"3153_1385",1,1,1,1,1,1,2
11,"3154_1385",1,1,6,1,1,1,2
3,"3155_1385",1,1,1,1,NA,NA,NA
15,"3156_1386",1,1,1,1,1,4,4
6,"3157_1386",1,1,6,1,1,1,2
13,"3158_1386",1,2,6,1,4,4,7
10,"3159_1387",1,1,6,20,1,1,2
3,"3160_1387",1,1,6,20,2,NA,NA
3,"3161_1387",1,1,1,20,NA,NA,NA
10,"3162_1387",1,1,1,20,1,1,2
18,"3163_1388",1,2,6,48,1,4,4
6,"3164_1389",1,1,6,20,1,1,2
12,"3165_1389",1,1,6,20,1,1,3
13,"3166_1390",1,1,1,48,1,1,2
12,"3167_1390",1,1,6,48,1,1,2
4,"3168_1391",1,1,1,48,3,4,4
10,"3169_1391",1,1,1,48,2,1,1
10,"3170_1391",1,1,6,48,1,1,2
3,"3171_1392",1,3,1,20,NA,NA,NA
9,"3172_1392",1,3,6,20,1,4,4
7,"3173_1393",1,2,6,1,1,2,6
8,"3174_1393",1,1,1,1,1,1,2
12,"3175_1394",1,1,6,20,1,4,4
12,"3176_1394",1,1,1,20,2,1,2
13,"3177_1395",1,2,1,48,3,1,2
13,"3178_1395",1,1,6,48,1,4,4
13,"3179_1396",1,1,6,1,1,1,3
5,"3180_1397",1,2,1,1,2,4,7
4,"3181_1397",1,1,6,1,1,4,4
13,"3182_1397",1,2,1,1,1,1,1
10,"3183_1397",1,1,6,1,1,4,4
3,"3184_1398",1,1,6,20,2,NA,NA
10,"3185_1398",1,1,6,20,1,1,2
3,"3186_1398",1,1,6,20,NA,NA,NA
18,"3187_1399",1,1,6,1,4,4,7
15,"3188_1399",1,1,6,1,1,4,4
